Kristin Harvey|2009-10-18|1992|Europe|2962|51
Danielle Vaughn|2000-06-16|2003|Europe|2072|52
Laura Hudson|1972-03-04|1995|Europe|122|53
Heather Bryan|1971-12-24|2006|Europe|2386|54
Darryl Garcia|1984-03-23|2010|Europe|2788|55
Susan Haynes|1997-02-08|2001|Europe|819|56
Charles Fuller|1990-03-27|1973|Europe|528|57
Roger Jones|2003-12-10|1995|Europe|1872|58
Christopher Salinas|1994-03-24|2014|Europe|1745|59
John Suarez|2013-10-23|2002|Europe|413|60
Kristopher Young|1980-02-11|1995|Europe|974|61
Eric Morgan|2002-07-03|2007|Europe|2808|62
Amanda Mcgee|1999-10-28|2005|Europe|409|63
Robert Aguilar|1993-05-14|2004|Europe|897|64
Mr. Calvin Bass|2004-02-13|1993|Europe|965|65
John Gonzalez|2000-02-16|2008|Europe|979|66
Kimberly Campbell|1981-04-20|1977|Europe|2221|67
Mr. Brian Guerrero|1972-09-24|1988|Europe|1793|68
Matthew Colon|2017-05-29|1995|Europe|35|69
Hector Davis|1984-07-15|1999|Europe|15|70
Jacob Gibson|1970-10-13|1988|Europe|285|71
Brandon Blair|1983-07-01|2016|Europe|1634|72
Melanie Marshall|1977-10-21|2013|Europe|2957|73
Robert Vargas|1978-07-18|1993|Europe|2409|74
Sergio Bennett|1981-03-29|2016|Europe|1849|75
Glenn Collins|1984-03-23|1994|Europe|1638|76
Todd Lloyd|1970-06-22|1986|Europe|2288|77
Carlos Garcia|2005-02-13|1986|Europe|2184|78
Karen Watson|1979-04-06|2015|Europe|536|79
Valerie Mcgee|1983-06-07|2006|Europe|1553|80
Brian Curtis|1977-11-23|1997|Europe|2134|81
Jonathan Melendez|2016-12-26|1981|Europe|1483|82
Shelley Parks|1980-11-27|1997|Europe|413|83
Lee Hansen|1995-12-08|2013|Europe|1806|84
Miss Kimberly Lutz|2003-07-17|1975|Europe|571|85
Mark Mcbride|1973-11-28|2003|Europe|1251|86
Sharon Hill|1993-11-11|1971|Europe|831|87
Jonathan Greene|1980-03-24|1981|Europe|584|88
Stephanie Smith|1976-05-22|1989|Europe|2685|89
Susan Kelly|1992-12-14|2002|Europe|1373|90
Stephen Jimenez|2001-02-27|1972|Europe|1538|91
Donald Welch|1981-11-08|1974|Europe|1050|92
Amanda Mercado|1996-08-16|1997|Europe|249|93
Nicole Hood|1980-01-12|1987|Europe|985|94
Paul Martin|1977-06-25|1990|Europe|1706|95
Lauren Payne|2003-02-18|1994|Europe|534|96
Bradley Gonzalez|2012-11-10|1992|Europe|1823|97
Janet Smith|1976-07-12|2005|Europe|1778|98
Troy May|1978-07-25|1987|Europe|306|99
Jodi Garza|1974-06-14|2005|Europe|2062|100
James Phillips|1979-12-19|1976|Europe|2774|101
Thomas Perez|1988-11-28|2015|Europe|1683|102
Katelyn Ross|1991-07-06|1992|Europe|1784|103
Claire Davis|2001-06-17|2002|Europe|1563|104
Charles Green|1978-12-12|1978|Europe|2853|105
Scott Horton|2009-06-26|1983|Europe|2004|106
Terry Johnson|1981-09-23|2001|Europe|709|107
Joshua Barton|1988-10-10|1975|Europe|2469|108
Megan Carter|1978-04-05|2004|Europe|493|109
Sabrina Hill|2017-01-21|2013|Europe|1093|110
Robin Garcia|1984-11-18|2017|Europe|746|111
Christine Curry|1989-12-20|2009|Europe|1187|112
Brittany Smith|1987-07-22|1983|Europe|1579|113
Dominic Goodman|2015-10-21|2008|Europe|614|114
Alicia Taylor|2004-12-12|1971|Europe|1764|115
Miguel Smith|1993-10-12|2015|Europe|611|116
Andrea Green|2010-06-01|1981|Europe|167|117
Vanessa Hernandez|2011-07-20|2016|Europe|536|118
Mr. Jerry Griffin|2008-01-01|2006|Europe|930|119
John Hutchinson|1991-08-02|2017|Europe|1338|120
Logan Edwards|2014-03-25|1992|Europe|2721|121
Dominic Farrell|1986-08-04|1984|Europe|1416|122
Austin Johnson|1993-01-28|2006|Europe|2584|123
Erica Goodwin|2005-03-20|1996|Europe|2687|124
Miss Pamela Clark|2002-08-02|1997|Europe|2185|125
William Dawson|1990-02-02|1973|Europe|2775|126
Jonathan Matthews|2010-05-09|2009|Europe|1289|127
Kendra Garcia|2011-08-31|1998|Europe|1625|128
Anthony Day|1975-06-24|1992|Europe|2577|129
Kyle Mendez MD|2012-09-08|1989|Europe|988|130
Jonathan Stewart|2007-01-03|2009|Europe|779|131
Angela Davis|1983-01-14|2004|Europe|2428|132
Jason Melton|2001-11-15|1975|Europe|597|133
Michael Woodward|1974-03-19|1994|Europe|850|134
Dr. Morgan Hinton|2005-01-22|2011|Europe|2154|135
Jamie Mills|1990-05-29|1991|Europe|214|136
Thomas Neal|1989-06-26|1985|Europe|497|137
Gary Alvarado|1973-12-03|1994|Europe|2424|138
Phillip Coleman DVM|2006-06-19|1971|Europe|2065|139
Daniel Hernandez|1970-01-26|1987|Europe|916|140
Lori Fisher|1987-11-30|2012|Europe|467|141
Brittany Mckay|2014-03-30|1985|Europe|1921|142
Whitney Delgado|2008-08-31|1991|Europe|2660|143
Melanie Bailey|2006-09-04|2009|Europe|993|144
Heidi Murphy|2001-11-13|1981|Europe|676|145
Lisa Coleman|1980-10-22|1982|Europe|1772|146
Holly Cruz|1975-10-04|1981|Europe|1751|147
Mark Oliver|2014-12-09|2017|Europe|2990|148
Maria Rodgers|1980-07-30|2008|Europe|61|149
Leah Roberts|1982-08-18|2006|Europe|20|150
Nicole Mcdowell|1997-12-15|1975|Europe|2323|151
Shelley Diaz|1989-03-30|2016|Europe|1061|152
Melissa Garcia|1986-07-04|1991|Europe|2418|153
Bradley Holden|1980-05-17|1978|Europe|2021|154
Christopher Jackson|2013-02-08|1994|Europe|657|155
William Bryant|2002-10-26|1981|Europe|936|156
Keith Bowen|2011-05-26|1991|Europe|376|157
Jane Haynes|2004-09-18|1971|Europe|933|158
Jonathan Jackson|1982-06-04|2015|Europe|1728|159
Mary Randall|1984-01-25|1984|Europe|1961|160
Gina Mason|1990-08-05|2014|Europe|185|161
Mary Vaughn|2003-09-13|1990|Europe|1950|162
Shannon Watkins|2004-06-08|1995|Europe|2920|163
Gregory Mccoy|2001-06-08|1971|Europe|2448|164
Dillon Warren|1977-11-04|2016|Europe|1742|165
Shelly Johnson|1982-01-03|1995|Europe|1822|166
Robert Watts|2010-10-31|2014|Europe|127|167
Matthew Williams MD|2002-04-25|1999|Europe|2243|168
Melody Smith|1990-05-04|2006|Europe|2747|169
Karen Newman|1992-11-14|1977|Europe|2028|170
Paula Morris|2013-09-21|1972|Europe|2681|171
Stephanie Gutierrez|1983-06-14|1997|Europe|585|172
Katherine Ramsey|1978-12-25|1970|Europe|654|173
Brittney Collins|1987-02-14|2012|Europe|2016|174
Robert Harris|2017-09-03|1978|Europe|1802|175
Elizabeth Barajas|1996-10-15|2001|Europe|1957|176
Edwin Wilson|2006-07-03|1998|Europe|2318|177
Nathan Lee|2013-07-30|1995|Europe|2845|178
William Yates|2000-05-24|2015|Europe|46|179
Michael Boone|1972-02-06|2014|Europe|204|180
Mary Short|1980-01-02|1971|Europe|868|181
Michele Sanford MD|2014-11-26|2005|Europe|321|182
Kara Vincent|2004-12-08|1997|Europe|960|183
Benjamin Hahn|1979-03-20|2011|Europe|2223|184
Jonathan Salazar|1996-01-23|1980|Europe|824|185
Nathan Galloway|2007-06-04|2010|Europe|1393|186
Mrs. Tracy Cabrera|1986-07-27|1978|Europe|731|187
Paul Patterson|2012-02-02|1981|Europe|424|188
Crystal Horne|1986-12-17|2014|Europe|2334|189
Michael Long|2002-07-21|1985|Europe|41|190
Tracy Spence|1996-02-13|1975|Europe|2722|191
Danielle Petersen|1997-02-26|1970|Europe|1148|192
Terri Berg|1995-12-05|1989|Europe|2759|193
Anna Combs|2010-07-14|2018|Europe|2033|194
Kaitlyn Perez|2016-08-07|2012|Europe|1953|195
Brian Wheeler|1980-08-07|1993|Europe|1173|196
Emma Jimenez|2016-02-02|1984|Europe|959|197
Amy Hart|1974-11-21|1984|Europe|1608|198
Susan Martin|1999-05-24|1996|Europe|358|199
Mary Keith|1999-08-28|1983|Europe|1925|200
Ashley Robinson|1998-02-06|2014|Europe|46|201
Linda Collier|2013-02-02|1974|Europe|36|202
Melissa Rodriguez|2002-04-10|2002|Europe|2096|203
Rebecca Dean|1985-03-16|1988|Europe|2358|204
Robert Perkins|2018-01-27|2003|Europe|2786|205
Tanya Brown|1994-12-06|2018|Europe|2589|206
Jacqueline Mclean|2005-12-25|1995|Europe|482|207
Kelly Smith|2003-07-18|1984|Europe|1952|208
John Berger|2015-06-01|1970|Europe|1899|209
Jacqueline Hall|2008-02-10|1988|Europe|2561|210
Heather Ramos|1977-11-28|1998|Europe|336|211
Eric Allen|2011-06-08|2012|Europe|837|212
Robert Davis|1993-11-15|1991|Europe|1299|213
Roberto Simmons|2002-01-13|1983|Europe|1204|214
Katelyn Schmidt|1994-08-24|1998|Europe|2207|215
Antonio Cook|1975-05-08|1998|Europe|1301|216
Taylor Hernandez|1983-10-09|1984|Europe|2332|217
John Lewis|2009-07-25|1997|Europe|2762|218
Gerald Wallace|2002-04-08|2002|Europe|2119|219
Daniel Griffith|1988-05-02|1975|Europe|237|220
Jason Hartman|1975-06-22|2002|Europe|1804|221
Michael Morris|1997-07-23|1977|Europe|396|222
Shelly Hernandez|1970-08-29|1993|Europe|830|223
Perry Torres|1980-08-29|1989|Europe|686|224
Nicholas Riggs|2016-10-21|1983|Europe|2329|225
David Gregory|2009-12-20|2011|Europe|737|226
Timothy Sweeney|2013-12-16|1991|Europe|477|227
Sheila Hutchinson|1977-05-28|2001|Europe|685|228
Bonnie Barker|2009-09-10|1979|Europe|1506|229
Ryan Novak|1989-10-28|2001|Europe|1743|230
Kurt Hall|2016-09-24|1986|Europe|239|231
Brandy Taylor|1996-10-11|1970|Europe|151|232
Jacob Mejia|1999-03-07|1970|Europe|2732|233
Johnathan Alvarado|2002-07-24|2009|Europe|1315|234
Thomas Baker|2014-08-24|1986|Europe|759|235
Cory Marshall|2017-01-16|1999|Europe|947|236
Lisa Hill|2001-11-09|1981|Europe|2782|237
Leslie Roberson|1979-07-04|1972|Europe|228|238
Darrell Johnson|1974-01-03|2008|Europe|2213|239
Cheryl Rodriguez|2009-02-01|1990|Europe|2513|240
Jimmy Johnson|1987-09-01|1981|Europe|1669|241
Lance Cruz Jr.|1993-07-25|1990|Europe|578|242
Christopher Acevedo|1998-10-07|2010|Europe|1096|243
Carla Webb|2007-04-27|2001|Europe|1419|244
Susan Christian|1987-12-12|1981|Europe|1177|245
Michael Robinson|1975-11-10|2000|Europe|81|246
Hailey Lowery|1986-05-13|2012|Europe|1911|247
Phillip Hunter|2007-07-31|1978|Europe|2403|248
Alan Miller|2006-11-06|2008|Europe|1832|249
Jason White|1979-10-08|1986|Europe|1782|250
Paula Davis|1981-10-25|2001|Europe|1201|251
Samuel Bruce|2018-05-29|2014|Europe|1674|252
Suzanne Stokes|1982-09-26|1978|Europe|2660|253
Jennifer Shaffer|1993-06-01|1983|Europe|1460|254
Kathleen Robinson|1992-01-24|1972|Europe|488|255
Keith Morgan|1982-10-14|1984|Europe|2127|256
Rachel Howard|2002-12-26|1978|Europe|123|257
Patricia Barton|1990-10-25|1978|Europe|85|258
Nancy Gomez|1973-07-04|2004|Europe|1003|259
Mary Salazar|1997-01-23|1994|Europe|2858|260
Renee Foster|2003-11-12|2012|Europe|202|261
Thomas Richmond|1994-12-25|1981|Europe|531|262
Daisy Moss|1999-11-07|1992|Europe|1168|263
Rachel Weaver|2013-09-24|2016|Europe|290|264
Kimberly Williams|2012-10-14|1973|Europe|1854|265
Sabrina Hudson|2009-12-23|2009|Europe|1846|266
Tiffany Reed|1988-10-16|1993|Europe|1381|267
Sharon Wells|1970-02-26|2004|Europe|2933|268
Stephanie Hill|1993-08-18|1999|Europe|2606|269
Kimberly Hansen|1996-12-21|1997|Europe|122|270
Erin Clark DDS|1974-03-12|1974|Europe|2192|271
Leslie Johnson|2008-08-23|1991|Europe|1414|272
Noah Vincent|1982-12-24|1973|Europe|2790|273
Stephanie Coleman|1991-01-16|2002|Europe|2123|274
Ethan Johnson|1985-11-24|1991|Europe|567|275
Joshua Jones|1971-05-26|1973|Europe|1573|276
Danielle Holmes|2005-06-18|1998|Europe|2012|277
Elizabeth Jones|2001-02-24|1996|Europe|2348|278
Charlene Blair|1978-08-21|1989|Europe|794|279
Marvin Davis|2008-01-16|2002|Europe|1336|280
Cheryl Harris|1995-10-09|2000|Europe|1417|281
Jennifer Graham|2011-04-08|1989|Europe|2418|282
Jenny Mills|1975-04-09|1985|Europe|2972|283
Jonathan Byrd|2000-11-06|1976|Europe|2399|284
Juan Wilson|2014-08-07|2004|Europe|2184|285
Joshua Mclaughlin|1991-01-24|1985|Europe|2474|286
Albert Wright|2014-09-24|1983|Europe|1035|287
Sharon Montoya|1976-05-29|2012|Europe|344|288
Christine Edwards|2009-07-10|1991|Europe|2234|289
Sheena Newton|1978-07-27|1974|Europe|1666|290
Jennifer Simpson|1999-02-15|1996|Europe|2174|291
Jennifer Reid|1981-02-17|2003|Europe|121|292
Gregory Ali|1994-04-22|1989|Europe|2080|293
Kimberly Stanley|2011-03-21|2011|Europe|75|294
David Ramirez|2007-01-30|1998|Europe|1217|295
Lynn Lloyd|1990-06-08|2017|Europe|1018|296
Christopher Ellis|2009-07-29|1999|Europe|332|297
Dominique Rollins|1972-10-15|1993|Europe|396|298
Maxwell Martinez|2000-09-15|1980|Europe|2729|299
Cynthia Campbell|2011-01-02|1981|Europe|227|300
Travis Scott|2010-10-04|1971|Europe|2971|301
Lindsey Rivas|1973-05-07|1992|Europe|2043|302
Jay Gibson|1975-11-16|1991|Europe|1198|303
Jennifer Hill|1970-11-13|1990|Europe|784|304
Mark Bryant|1970-09-17|1971|Europe|1942|305
Jeffrey Parker|1994-10-01|2013|Europe|950|306
Bradley Rhodes|2012-05-09|1991|Europe|2322|307
Monica Barrera|1994-02-10|1978|Europe|1244|308
Daniel Fernandez|1993-09-15|2002|Europe|204|309
Stephanie Williams|1971-02-21|2007|Europe|577|310
Jennifer Walker|1970-02-28|1986|Europe|1886|311
Stacey Neal|2001-03-22|1981|Europe|1840|312
Ariel Franklin|1996-11-17|1976|Europe|1477|313
Michael Horne|2011-07-31|1986|Europe|1168|314
John Curry|1996-12-11|1970|Europe|908|315
Anne Kim|1999-08-12|1976|Europe|2480|316
Suzanne Murphy|2013-06-03|1973|Europe|413|317
Mercedes Murphy|1977-07-22|1998|Europe|2716|318
Kathleen Santiago|1978-04-16|1990|Europe|2084|319
Jeffrey Hansen|2007-02-16|1980|Europe|711|320
Jessica Hartman|1984-07-18|1991|Europe|1703|321
David Pittman|1994-08-30|1989|Europe|82|322
Tammy Christensen|1995-07-21|2007|Europe|568|323
Kim Woods|1973-12-18|1972|Europe|289|324
Brianna White|1993-10-26|1980|Europe|2745|325
Donald Scott|1982-03-26|1971|Europe|2663|326
Erin Knox|1993-01-02|1996|Europe|1688|327
Christine Smith|1970-09-06|2006|Europe|106|328
Gary Hill|2009-01-15|1976|Europe|928|329
Terri Beltran|1987-12-25|1976|Europe|684|330
Henry Lewis|2007-04-09|2014|Europe|1116|331
Jacob Hunt|2012-09-17|1983|Europe|1636|332
Brandy Franco|1970-11-30|1974|Europe|986|333
David Powell|2003-03-15|1973|Europe|1193|334
David Roberts|2004-12-24|1982|Europe|804|335
Michael Guzman|2016-03-18|2012|Europe|982|336
Randall Miranda|1981-02-04|2012|Europe|2075|337
Lisa Downs|2008-11-29|2017|Europe|230|338
James Murray|1999-10-17|2016|Europe|397|339
Michael Martinez|1977-01-02|1998|Europe|2862|340
Kristen Boyer|2012-09-17|2018|Europe|492|341
Ashley Phillips|1980-07-20|1975|Europe|1505|342
Terri Brewer|1994-09-06|1987|Europe|2134|343
Robert Gill|1979-01-26|2014|Europe|658|344
William Morrison|2013-12-27|1993|Europe|170|345
Rebecca Davis|1982-09-09|2005|Europe|1901|346
Michael Horton|1987-04-05|1971|Europe|337|347
Mathew Higgins|2005-05-03|1999|Europe|153|348
Jacob Johnson|1997-10-23|1992|Europe|1741|349
Steven Beasley|2002-11-20|1971|Europe|828|350
Steven Lee|1987-07-22|2015|Europe|657|351
Daniel Warner|1995-07-22|1971|Europe|2576|352
Brittany Rogers|1983-04-07|1973|Europe|2593|353
Kimberly Hernandez|1975-01-04|2008|Europe|422|354
Michele Gray|2016-04-16|1972|Europe|977|355
Melissa Johnson|2017-07-07|2002|Europe|2487|356
Matthew Novak|2014-03-10|1978|Europe|804|357
Matthew Sellers|1979-09-17|2010|Europe|339|358
Sharon Saunders|2013-06-06|1976|Europe|2737|359
Traci Soto|1991-04-29|2015|Europe|2016|360
Mike Griffin|1981-08-01|2015|Europe|1532|361
Brianna Miller|1996-04-07|1980|Europe|1132|362
Sheila Baker|2004-11-09|2011|Europe|722|363
Michael Arnold|2005-10-01|1982|Europe|2285|364
Troy Wallace Jr.|2017-11-23|2005|Europe|1113|365
Adrian Meza|1974-10-16|1977|Europe|356|366
Brian Norman|1999-03-01|1975|Europe|2151|367
Roberta Anderson|1975-02-02|2005|Europe|772|368
Regina Sharp|1975-12-17|2009|Europe|1154|369
Michael Mitchell|2006-06-08|1995|Europe|61|370
Carla Murphy|1989-10-05|2003|Europe|1827|371
Megan Baker|1994-07-27|1982|Europe|1162|372
Anita Jones|1997-08-15|1978|Europe|2958|373
Brian Maddox|1983-03-11|2001|Europe|2238|374
Daniel Ward|1999-10-18|1999|Europe|1652|375
Lauren Hunter|1993-01-09|1990|Europe|14|376
Edward Cox|1972-01-24|1991|Europe|721|377
Jeffery Hunt|2001-07-14|1981|Europe|982|378
Eric Haley|2014-01-24|2011|Europe|1939|379
Joe Holmes|1997-09-02|2010|Europe|2739|380
Cynthia Wang|1978-09-24|2004|Europe|1678|381
Julia Caldwell|1999-03-04|1994|Europe|2112|382
Krystal Vincent|1991-04-18|1989|Europe|9|383
Matthew Sherman|2009-03-09|1999|Europe|261|384
Cory Burns|1991-05-16|1994|Europe|662|385
Ashley Lewis|1988-12-04|1973|Europe|888|386
Matthew Gomez|1986-12-20|1985|Europe|201|387
Jonathan Lewis|1992-06-17|1970|Europe|1542|388
Sandy Le|2008-10-06|2008|Europe|27|389
Taylor Luna|1991-03-08|1987|Europe|557|390
Brian Rivera|1977-04-21|2000|Europe|1127|391
Cristian Murray|1994-01-08|1996|Europe|2078|392
Blake Cole|2013-10-17|2004|Europe|379|393
Dwayne Watson|1997-10-05|2001|Europe|384|394
Becky Armstrong|2017-07-15|1994|Europe|1970|395
Alec Chen|2016-10-28|1999|Europe|1345|396
Jennifer Sweeney|1974-05-04|1987|Europe|2740|397
Timothy Duncan|2005-02-04|2005|Europe|1048|398
Ronald Palmer|1998-01-09|1994|Europe|2816|399
Tamara Anderson|1973-01-03|1985|Europe|2861|400
Jamie Stafford|1980-01-10|1981|Europe|776|401
Kathleen Wall|2008-05-09|1983|Europe|600|402
Sherry King|1995-11-30|1998|Europe|1801|403
Karen Grant|1972-10-21|2013|Europe|2844|404
Justin Ellis|2016-12-10|2012|Europe|17|405
Shawn Andrews|1980-06-17|1997|Europe|2317|406
Kenneth Hall|2014-10-30|1984|Europe|204|407
John Cummings|1972-12-20|1984|Europe|2593|408
Daniel Lynn|1976-11-27|1970|Europe|2388|409
James Keith|2005-06-09|2015|Europe|274|410
Natasha Herrera|1979-05-25|2014|Europe|1072|411
David Woods|1998-05-02|2017|Europe|1207|412
Laura Johnson|1972-06-10|1991|Europe|2314|413
Lauren Russell|2002-08-16|1990|Europe|1775|414
Sarah Campos|2002-08-23|1978|Europe|243|415
Justin Mendez|2013-12-02|1972|Europe|314|416
Brian Elliott|1985-04-26|2010|Europe|2880|417
Gregory Hoover|1980-10-26|1999|Europe|859|418
Jessica Guerra|1988-12-22|1979|Europe|551|419
Keith Parker|1988-06-09|2017|Europe|1946|420
Isaiah Sandoval|2002-04-09|2004|Europe|2571|421
Meghan Villarreal|2004-07-08|1993|Europe|1233|422
Janet Davidson|1982-07-26|1989|Europe|2520|423
Tyler Gonzalez|1990-09-24|2001|Europe|1177|424
Daniel Fry|1980-03-26|1985|Europe|1828|425
Jim Carter|1977-10-15|1995|Europe|2918|426
Morgan Medina|1992-10-04|2009|Europe|2952|427
Emily Chambers|1995-09-12|1974|Europe|408|428
Jennifer Kline|1997-11-03|2002|Europe|508|429
Jamie Rivers|1987-01-02|1972|Europe|2731|430
James Miller|2009-11-08|2001|Europe|408|431
Anthony Shaw|2012-05-12|1993|Europe|2109|432
Katelyn Beard|1997-10-16|1992|Europe|1901|433
Anthony Brown|1998-03-31|2000|Europe|2970|434
Penny Gomez|1975-01-26|2012|Europe|752|435
Danny Clark|2008-12-17|1988|Europe|2245|436
James Fuller|1979-03-27|2012|Europe|592|437
Ricky King|2017-06-09|1990|Europe|2280|438
Adam Rogers|1987-07-13|1978|Europe|225|439
Thomas Wagner|1981-08-05|1970|Europe|712|440
John Adams|1986-03-28|1987|Europe|1424|441
Katelyn Hull|1985-11-18|1975|Europe|2125|442
James Williams|2016-02-04|1975|Europe|1633|443
Olivia Green|1984-11-25|1996|Europe|776|444
Shari Young|1976-10-07|2003|Europe|1192|445
Katherine Cannon|1991-06-02|1983|Europe|2566|446
Cindy Yates|1975-09-23|1982|Europe|2801|447
Jennifer Howe|2003-03-13|2007|Europe|2312|448
Charlene Haynes|2014-04-16|1995|Europe|2405|449
Katherine Ballard|1972-09-08|1978|Europe|1037|450
William Cook|2011-08-19|2002|Europe|786|451
Jessica Hopkins|1998-12-07|1975|Europe|375|452
Terry Harris|2004-02-22|1986|Europe|1062|453
Connie Meyer|1995-12-12|1977|Europe|2628|454
Valerie Martin|1986-08-14|1991|Europe|1689|455
Brian Williams|1981-10-01|1998|Europe|2828|456
Alexandra Grimes|2000-09-14|2008|Europe|2018|457
Betty Brown|1996-12-03|1975|Europe|1104|458
Angela Rodriguez|1982-05-23|2004|Europe|414|459
Stephanie Hernandez|2003-05-29|1998|Europe|1138|460
Samantha Lucas|2003-09-10|2006|Europe|138|461
Deanna Barrett|1976-01-07|1983|Europe|1474|462
Charles Davis|1971-10-22|1971|Europe|2923|463
Brenda Bass|2005-02-21|1985|Europe|217|464
Kim Randall|1976-08-20|1977|Europe|2935|465
Tiffany Gomez|1982-04-20|2005|Europe|2709|466
Brianna Griffith|1983-09-05|1987|Europe|433|467
Mark Whitehead|1984-02-10|1976|Europe|1159|468
Jennifer Juarez|1971-12-18|1987|Europe|1466|469
Anne Morrison|1976-02-19|1973|Europe|2901|470
James Casey|1981-10-05|1990|Europe|2557|471
Sabrina Jackson|1982-03-31|1983|Europe|2350|472
Thomas Fisher|1992-09-11|1976|Europe|287|473
Eric Pham|1995-12-25|1990|Europe|2555|474
Michelle Pierce|2011-12-11|1991|Europe|1193|475
Brian Robles|2004-12-26|1998|Europe|2792|476
Justin Richard|1996-08-20|1989|Europe|1801|477
Kelly Williams|2011-06-07|1981|Europe|420|478
Amy Hunt|1978-05-28|2017|Europe|1070|479
David Thompson|2004-10-07|1987|Europe|1824|480
Diane Grant|2012-05-08|1973|Europe|2560|481
Gavin Snow|1995-06-01|1977|Europe|2017|482
Brian Gonzalez|1980-09-08|1996|Europe|1315|483
Karen Huber|1992-05-13|2000|Europe|1369|484
Joseph Alvarez|1984-12-30|2003|Europe|1945|485
Mr. Juan Johnson|1982-06-16|2011|Europe|1204|486
Amy Hale|1995-10-01|2007|Europe|1485|487
Cesar Galvan Jr.|2011-09-23|2013|Europe|1785|488
Johnny Bell|2002-03-10|1990|Europe|1572|489
Jessica Moore|1996-02-04|1991|Europe|1524|490
Susan Jones|2012-05-21|1980|Europe|2487|491
Rachel Conley|1987-04-08|1971|Europe|665|492
Amy Dominguez|2004-05-04|2000|Europe|97|493
Bryan Smith|1992-06-12|2004|Europe|1877|494
Matthew Garcia|2000-07-04|2002|Europe|87|495
Sara Williams|1998-09-21|2008|Europe|1611|496
Sara Brown|1976-09-16|1980|Europe|1684|497
Becky Ruiz|2015-02-06|1993|Europe|1960|498
Erica Roman|2013-09-10|1986|Europe|426|499
Micheal Serrano|1979-09-09|2018|Europe|429|500
Michael Molina|1999-02-27|1983|Europe|1301|501
Susan Martin|1989-06-15|2006|Europe|2472|502
Shane Thomas|1994-11-04|1988|Europe|1915|503
Christopher Small|1976-10-31|2007|Europe|1232|504
Michelle Reyes|1974-03-04|1990|Europe|2722|505
Paula Callahan|1976-02-21|1970|Europe|2145|506
Jason Holland|2000-04-17|1978|Europe|1912|507
James Mccoy|1990-02-20|1979|Europe|1000|508
Antonio Shaw|2014-11-17|2004|Europe|1497|509
Paul Hale|2016-09-22|1997|Europe|2277|510
Catherine Fleming|1985-11-11|2003|Europe|651|511
Dean Keller|1975-01-26|1990|Europe|1488|512
Samantha Harrison|2001-07-26|2009|Europe|2349|513
Steven Wu|1999-07-19|1984|Europe|1297|514
Olivia Johns|1983-05-06|2008|Europe|919|515
Mary Sims DDS|1975-09-25|1981|Europe|1374|516
William Miller|1976-08-25|2008|Europe|546|517
